,customer_id,final_cluster
4458,28538,Misers
4459,15865,Fake Vegetarians
4460,45087,Petters
4461,9781,Petters
4462,49927,Balanced Parents
4463,1019,Karens
4464,18781,Settled Techies
4465,729,Karens
4466,22947,Petters
4467,47609,Fake Vegetarians
4468,35393,Karens
4469,42059,Settled Techies
4470,2306,Misers
4471,48295,Youngsters
4472,22490,Gamer Parents
4473,6608,Settled Techies
4474,47963,Settled Techies
4475,28258,Misers
4476,968,Balanced Parents
4477,29621,Misers
4478,39117,Karens
4479,45496,Millenials
4480,46998,Fake Vegetarians
4481,15038,Misers
4482,10448,Misers
4483,18827,Millenials
4484,674,Gamer Parents
4485,38358,Fake Vegetarians
4486,42570,Settled Techies
4487,35005,Petters
4488,4411,Petters
4489,24808,Karens
4490,32824,Karens
4491,11538,Fake Vegetarians
4492,46424,Fake Vegetarians
4493,34165,Settled Techies
4494,38426,Millenials
4495,46412,Gamer Parents
4496,26599,Local Folks
4497,40583,Misers
4498,44574,Local Folks
4499,14462,Settled Techies
4500,33204,Gamer Parents
4501,46053,Fake Vegetarians
4502,906,Fake Vegetarians
4503,44056,Fake Vegetarians
4504,23916,Gamer Parents
4505,37597,Fake Vegetarians
4506,47476,Misers
4507,3802,Millenials
4508,6331,Karens
4509,2099,Settled Techies
4510,35110,Misers
4511,40052,Misers
4512,11696,Misers
4513,46849,Fake Vegetarians
4514,34029,Misers
4515,45759,Misers
4516,49792,Karens
4517,6701,Fake Vegetarians
4518,32518,Fake Vegetarians
4519,18820,Petters
4520,34231,Settled Techies
4521,8750,Fake Vegetarians
4522,25122,Fake Vegetarians
4523,7335,Local Folks
4524,48115,Fake Vegetarians
4525,21361,Misers
4526,6350,Fake Vegetarians
4527,2451,Fake Vegetarians
4528,7119,Karens
4529,15494,Fake Vegetarians
4530,21910,Local Folks
4531,16550,Gamer Parents
4532,31064,Youngsters
4533,3194,Misers
4534,43621,Misers
4535,29229,Settled Techies
4536,42167,Misers
4537,12939,Fake Vegetarians
4538,13454,Karens
4539,37844,Local Folks
4540,34393,Fake Vegetarians
4541,26868,Fake Vegetarians
4542,38524,Fake Vegetarians
4543,28444,Balanced Parents
4544,22498,Petters
4545,34228,Millenials
4546,1337,Karens
4547,46729,Karens
4548,11158,Karens
4549,24471,Petters
4550,35026,Balanced Parents
4551,19020,Misers
4552,1395,Misers
4553,41157,Millenials
4554,2616,Settled Techies
4555,4898,Fake Vegetarians
4556,19902,Fake Vegetarians
4557,6372,Karens
4558,13148,Petters
4559,20706,Misers
4560,46040,Local Folks
4561,20246,Karens
4562,27511,Misers
4563,48797,Misers
4564,16165,Misers
4565,44643,Settled Techies
4566,25331,Fake Vegetarians
4567,33380,Misers
4568,35575,Balanced Parents
4569,38660,Misers
4570,16382,Millenials
4571,15791,Fake Vegetarians
4572,14362,Local Folks
4573,12766,Settled Techies
4574,8534,Karens
4575,32569,Gamer Parents
4576,27518,Misers
4577,6676,Settled Techies
4578,13923,Misers
4579,11665,Karens
4580,15075,Youngsters
4581,2579,Karens
4582,2974,Misers
4583,49225,Karens
4584,8077,Karens
4585,42853,Settled Techies
4586,32131,Millenials
4587,42112,Misers
4588,18914,Gamer Parents
4589,45187,Misers
4590,326,Gamer Parents
4591,1478,Misers
4592,21993,Misers
4593,37599,Fake Vegetarians
4594,48239,Petters
4595,45851,Local Folks
4596,14141,Fake Vegetarians
4597,29869,Gamer Parents
4598,30144,Gamer Parents
4599,19106,Local Folks
4600,39831,Fake Vegetarians
4601,14411,Settled Techies
4602,21197,Fake Vegetarians
4603,22087,Settled Techies
4604,8298,Stingy Pescatarians
4605,39849,Karens
4606,26936,Settled Techies
4607,10618,Youngsters
4608,27221,Misers
4609,18296,Balanced Parents
4610,38433,Karens
4611,7202,Millenials
4612,14786,Youngsters
4613,29360,Youngsters
4614,10242,Gamer Parents
4615,1227,Misers
4616,33532,Petters
4617,3320,Local Folks
4618,25519,Fake Vegetarians
4619,21088,Petters
4620,35167,Fake Vegetarians
4621,32218,Petters
4622,40863,Youngsters
4623,24438,Karens
4624,6889,Gamer Parents
4625,18495,Petters
4626,6830,Gamer Parents
4627,2119,Karens
4628,27558,Karens
4629,5981,Misers
4630,9788,Gamer Parents
4631,42442,Fake Vegetarians
4632,12519,Misers
4633,31046,Misers
4634,3309,Settled Techies
4635,17809,Misers
4636,30294,Karens
4637,34243,Settled Techies
4638,49974,Gamer Parents
4639,31866,Petters
4640,458,Gamer Parents
4641,30086,Local Folks
4642,12187,Settled Techies
4643,11755,Petters
4644,20887,Misers
4645,18013,Fake Vegetarians
4646,24983,Local Folks
4647,38861,Misers
4648,37758,Fake Vegetarians
4649,45691,Fake Vegetarians
4650,24793,Fake Vegetarians
4651,14818,Local Folks
4652,5375,Fake Vegetarians
4653,16598,Settled Techies
4654,7165,Karens
4655,597,Settled Techies
4656,29264,Settled Techies
4657,17983,Local Folks
4658,40032,Settled Techies
4659,6850,Settled Techies
4660,6777,Karens
4661,35202,Youngsters
4662,27896,Fake Vegetarians
4663,48283,Misers
4664,11401,Fake Vegetarians
4665,46009,Millenials
4666,21516,Fake Vegetarians
4667,48677,Millenials
4668,11867,Gamer Parents
4669,31988,Stingy Pescatarians
4670,19575,Gamer Parents
4671,34768,Petters
4672,21225,Local Folks
4673,8204,Settled Techies
4674,38845,Misers
4675,42475,Settled Techies
4676,17152,Karens
4677,34793,Petters
4678,3984,Gamer Parents
4679,22664,Gamer Parents
4680,49802,Balanced Parents
4681,18265,Gamer Parents
4682,11437,Retired Elders
4683,24778,Fake Vegetarians
4684,43476,Karens
4685,13481,Settled Techies
4686,4212,Gamer Parents
4687,514,Petters
4688,38579,Petters
4689,12076,Petters
4690,4261,Misers
4691,34709,Fake Vegetarians
4692,24420,Local Folks
4693,43025,Gamer Parents
4694,6643,Petters
4695,1743,Fake Vegetarians
4696,10759,Karens
4697,36701,Settled Techies
4698,3230,Petters
4699,36138,Misers
4700,41705,Gamer Parents
4701,6133,Misers
4702,48957,Local Folks
4703,35379,Settled Techies
4704,429,Fake Vegetarians
4705,49589,Petters
4706,33127,Misers
4707,15650,Misers
4708,33570,Karens
4709,12649,Balanced Parents
4710,657,Fake Vegetarians
4711,2643,Misers
4712,1858,Petters
4713,27129,Misers
4714,46749,Settled Techies
4715,11712,Misers
4716,27671,Youngsters
4717,40205,Millenials
4718,32125,Karens
4719,39434,Gamer Parents
4720,36795,Misers
4721,10865,Settled Techies
4722,13735,Gamer Parents
4723,33443,Millenials
4724,27706,Balanced Parents
4725,13183,Petters
4726,24073,Settled Techies
4727,41641,Misers
4728,45757,Karens
4729,42496,Karens
4730,21195,Youngsters
4731,40187,Local Folks
4732,2452,Fake Vegetarians
4733,1120,Gamer Parents
4734,16709,Settled Techies
4735,9801,Fake Vegetarians
4736,28383,Fake Vegetarians
4737,36645,Settled Techies
4738,14631,Settled Techies
4739,15500,Petters
4740,46441,Settled Techies
4741,43474,Local Folks
4742,2035,Fake Vegetarians
4743,47564,Stingy Pescatarians
4744,36640,Settled Techies
4745,24842,Youngsters
4746,4798,Karens
4747,43413,Misers
4748,48909,Misers
4749,37059,Misers
4750,19429,Misers
4751,18845,Gamer Parents
4752,12798,Karens
4753,223,Petters
4754,43809,Fake Vegetarians
4755,4333,Balanced Parents
4756,3551,Petters
4757,43613,Fake Vegetarians
4758,25201,Fake Vegetarians
4759,30069,Settled Techies
4760,25704,Petters
4761,19291,Fake Vegetarians
4762,777,Settled Techies
4763,47525,Petters
4764,16629,Gamer Parents
4765,46841,Settled Techies
4766,29211,Karens
4767,16118,Misers
4768,46438,Misers
4769,20331,Settled Techies
4770,37568,Local Folks
4771,11824,Balanced Parents
4772,10232,Local Folks
4773,28981,Settled Techies
4774,40068,Misers
4775,20859,Misers
4776,2108,Settled Techies
4777,45888,Petters
4778,45685,Settled Techies
4779,32105,Misers
4780,35762,Settled Techies
4781,22840,Fake Vegetarians
4782,43139,Gamer Parents
4783,7475,Settled Techies
4784,43311,Karens
4785,13885,Fake Vegetarians
4786,17748,Stingy Pescatarians
4787,28382,Balanced Parents
4788,27745,Settled Techies
4789,11905,Stingy Pescatarians
4790,17066,Settled Techies
4791,46754,Gamer Parents
4792,32233,Misers
4793,42768,Gamer Parents
4794,40603,Local Folks
4795,37701,Petters
4796,49526,Settled Techies
4797,24190,Gamer Parents
4798,18582,Millenials
4799,22812,Gamer Parents
4800,1908,Petters
4801,1235,Settled Techies
4802,36880,Settled Techies
4803,41997,Karens
4804,15181,Fake Vegetarians
4805,24441,Karens
4806,14823,Settled Techies
4807,2870,Local Folks
4808,32375,Gamer Parents
4809,35889,Youngsters
4810,31425,Misers
4811,22391,Misers
4812,47772,Misers
4813,47335,Youngsters
4814,46614,Fake Vegetarians
4815,26968,Fake Vegetarians
4816,37657,Gamer Parents
4817,13621,Fake Vegetarians
4818,45905,Karens
4819,35524,Settled Techies
4820,19377,Petters
4821,29498,Fake Vegetarians
4822,28799,Petters
4823,41950,Fake Vegetarians
4824,19064,Settled Techies
4825,150,Local Folks
4826,32139,Millenials
4827,41170,Misers
4828,43024,Fake Vegetarians
4829,10887,Petters
4830,23450,Misers
4831,44968,Gamer Parents
4832,35876,Misers
4833,33479,Fake Vegetarians
4834,19276,Fake Vegetarians
4835,17318,Balanced Parents
4836,8958,Gamer Parents
4837,21413,Misers
4838,1476,Local Folks
4839,34662,Gamer Parents
4840,49734,Fake Vegetarians
4841,3072,Misers
4842,27999,Balanced Parents
4843,47276,Settled Techies
4844,21334,Fake Vegetarians
4845,33880,Gamer Parents
4846,30097,Balanced Parents
4847,44796,Misers
4848,21492,Fake Vegetarians
4849,3550,Settled Techies
4850,13230,Misers
4851,37679,Petters
4852,27658,Karens
4853,30204,Balanced Parents
4854,12542,Petters
4855,19675,Youngsters
4856,27246,Misers
4857,48873,Local Folks
4858,47508,Balanced Parents
4859,17329,Millenials
4860,10486,Millenials
4861,15910,Fake Vegetarians
4862,14995,Balanced Parents
4863,43738,Fake Vegetarians
4864,29105,Millenials
4865,23577,Gamer Parents
4866,39898,Local Folks
4867,13298,Misers
4868,39073,Karens
4869,18776,Local Folks
4870,12698,Millenials
4871,3308,Gamer Parents
4872,31550,Balanced Parents
4873,26000,Millenials
4874,39938,Local Folks
4875,17654,Misers
4876,45989,Millenials
4877,7543,Youngsters
4878,18836,Millenials
4879,23320,Gamer Parents
4880,43218,Local Folks
4881,18890,Settled Techies
4882,29992,Fake Vegetarians
4883,26741,Settled Techies
4884,32080,Millenials
4885,5824,Misers
4886,19308,Settled Techies
4887,7613,Fake Vegetarians
4888,18546,Karens
4889,2480,Gamer Parents
4890,29626,Settled Techies
4891,10156,Misers
4892,20058,Gamer Parents
4893,46887,Millenials
4894,23239,Gamer Parents
4895,47354,Misers
4896,13915,Fake Vegetarians
4897,42139,Stingy Pescatarians
4898,13010,Settled Techies
4899,36560,Petters
4900,8044,Local Folks
4901,40826,Fake Vegetarians
4902,26904,Settled Techies
4903,40736,Misers
4904,43246,Fake Vegetarians
4905,20710,Millenials
4906,49393,Gamer Parents
4907,29351,Youngsters
4908,44370,Karens
4909,28557,Fake Vegetarians
4910,49900,Misers
4911,28721,Misers
4912,28796,Fake Vegetarians
4913,1997,Fake Vegetarians
4914,41697,Misers
4915,571,Fake Vegetarians
4916,35411,Youngsters
4917,31062,Misers
4918,5976,Misers
4919,34288,Balanced Parents
4920,38344,Karens
4921,45766,Fake Vegetarians
4922,32225,Local Folks
4923,34953,Millenials
4924,23724,Balanced Parents
4925,41754,Local Folks
4926,46655,Settled Techies
4927,15102,Settled Techies
4928,25538,Settled Techies
4929,39958,Settled Techies
4930,10621,Fake Vegetarians
4931,26930,Misers
4932,40082,Karens
4933,24479,Misers
4934,2240,Settled Techies
4935,26457,Fake Vegetarians
4936,15202,Gamer Parents
4937,19742,Local Folks
4938,1163,Fake Vegetarians
4939,7104,Gamer Parents
4940,16732,Misers
4941,12377,Karens
4942,21136,Misers
4943,3113,Misers
4944,5890,Retired Elders
4945,37389,Petters
4946,113,Millenials
4947,23610,Karens
4948,27920,Gamer Parents
4949,41888,Gamer Parents
4950,29818,Karens
4951,22775,Misers
4952,40402,Petters
4953,33006,Fake Vegetarians
4954,33113,Balanced Parents
4955,20712,Settled Techies
4956,30728,Settled Techies
4957,6157,Misers
4958,364,Karens
4959,31036,Fake Vegetarians
4960,14611,Settled Techies
4961,5771,Misers
4962,37910,Millenials
4963,47516,Millenials
4964,46687,Karens
4965,17646,Local Folks
4966,3000,Stingy Pescatarians
4967,20713,Fake Vegetarians
4968,14885,Fake Vegetarians
4969,38912,Settled Techies
4970,21849,Petters
4971,17188,Petters
4972,20610,Misers
4973,42317,Fake Vegetarians
4974,33238,Settled Techies
4975,20436,Fake Vegetarians
4976,40511,Youngsters
4977,5067,Balanced Parents
4978,33920,Settled Techies
4979,11005,Gamer Parents
4980,46666,Karens
4981,7614,Settled Techies
4982,29836,Balanced Parents
4983,7656,Fake Vegetarians
4984,46484,Gamer Parents
4985,41340,Karens
4986,9961,Stingy Pescatarians
4987,10957,Misers
4988,48038,Gamer Parents
4989,47493,Fake Vegetarians
4990,20422,Settled Techies
4991,26350,Settled Techies
4992,34614,Fake Vegetarians
4993,16675,Fake Vegetarians
4994,20961,Gamer Parents
4995,11648,Fake Vegetarians
4996,28955,Fake Vegetarians
4997,27336,Misers
4998,10295,Fake Vegetarians
4999,24792,Youngsters
5000,49886,Fake Vegetarians
5001,24930,Fake Vegetarians
5002,6004,Petters
5003,48025,Karens
5004,151,Gamer Parents
5005,26114,Karens
5006,42135,Karens
5007,33395,Fake Vegetarians
5008,23813,Karens
5009,25335,Karens
5010,40262,Petters
5011,4429,Misers
5012,16751,Karens
5013,38833,Gamer Parents
5014,4134,Balanced Parents
5015,38384,Karens
5016,45363,Settled Techies
5017,27174,Settled Techies
5018,2897,Gamer Parents
5019,34421,Petters
5020,6821,Fake Vegetarians
5021,20157,Balanced Parents
5022,49431,Misers
5023,12494,Local Folks
5024,19453,Gamer Parents
5025,40773,Karens
5026,33792,Youngsters
5027,5965,Misers
5028,12811,Settled Techies
5029,34748,Misers
5030,20479,Misers
5031,18576,Gamer Parents
5032,19816,Youngsters
5033,13002,Misers
5034,13886,Gamer Parents
5035,32349,Karens
5036,14579,Gamer Parents
5037,23616,Fake Vegetarians
5038,15501,Youngsters
5039,37044,Karens
5040,3800,Fake Vegetarians
5041,7122,Millenials
5042,18523,Misers
5043,8464,Misers
5044,25921,Local Folks
5045,11293,Millenials
5046,32347,Misers
5047,33744,Millenials
5048,44794,Petters
5049,19134,Misers
5050,46892,Petters
5051,18899,Misers
5052,47517,Karens
5053,49785,Fake Vegetarians
5054,34688,Misers
5055,11459,Misers
5056,22374,Misers
5057,48092,Local Folks
5058,36777,Karens
5059,10443,Settled Techies
5060,108,Gamer Parents
5061,2827,Misers
5062,43198,Millenials
5063,30517,Karens
5064,45085,Fake Vegetarians
5065,48886,Karens
5066,15330,Fake Vegetarians
5067,29724,Misers
5068,8370,Settled Techies
5069,963,Gamer Parents
5070,40768,Youngsters
5071,41542,Fake Vegetarians
5072,4377,Millenials
5073,24520,Fake Vegetarians
5074,10343,Settled Techies
5075,33093,Fake Vegetarians
5076,47576,Millenials
5077,181,Gamer Parents
5078,3595,Karens
5079,47950,Balanced Parents
5080,46403,Local Folks
5081,45260,Fake Vegetarians
5082,39581,Petters
5083,47288,Balanced Parents
5084,49459,Youngsters
5085,26975,Fake Vegetarians
5086,49757,Karens
5087,38781,Local Folks
5088,23955,Karens
5089,44264,Gamer Parents
5090,7915,Settled Techies
5091,21003,Balanced Parents
5092,36459,Fake Vegetarians
5093,38487,Misers
5094,26547,Fake Vegetarians
5095,33250,Misers
5096,22843,Settled Techies
5097,11183,Fake Vegetarians
5098,45451,Millenials
5099,60,Fake Vegetarians
5100,14181,Gamer Parents
5101,28914,Karens
5102,29923,Gamer Parents
5103,14000,Fake Vegetarians
5104,31926,Petters
5105,34539,Karens
5106,19707,Gamer Parents
5107,30519,Fake Vegetarians
5108,37038,Millenials
5109,35401,Local Folks
5110,3067,Balanced Parents
5111,30462,Settled Techies
5112,33633,Karens
5113,11697,Fake Vegetarians
5114,39846,Balanced Parents
5115,16160,Fake Vegetarians
5116,30704,Youngsters
5117,19778,Settled Techies
5118,40833,Local Folks
5119,43234,Millenials
5120,14254,Settled Techies
5121,26927,Fake Vegetarians
5122,35475,Fake Vegetarians
5123,15412,Youngsters
5124,42763,Fake Vegetarians
5125,43479,Local Folks
5126,27982,Millenials
5127,25805,Fake Vegetarians
5128,45286,Fake Vegetarians
5129,14197,Petters
5130,40696,Local Folks
5131,48807,Settled Techies
5132,26523,Petters
5133,5312,Misers
5134,15870,Local Folks
5135,12113,Fake Vegetarians
5136,40844,Petters
5137,5078,Fake Vegetarians
5138,31683,Petters
5139,5344,Local Folks
5140,9983,Gamer Parents
5141,11677,Balanced Parents
5142,3174,Gamer Parents
5143,379,Gamer Parents
5144,30196,Fake Vegetarians
5145,16628,Local Folks
5146,5928,Local Folks
5147,23285,Misers
5148,10300,Settled Techies
5149,31588,Fake Vegetarians
5150,38627,Fake Vegetarians
5151,23669,Petters
5152,4052,Misers
5153,38386,Karens
5154,6586,Fake Vegetarians
5155,36595,Misers
5156,35395,Karens
5157,41162,Millenials
5158,38835,Fake Vegetarians
5159,35284,Fake Vegetarians
5160,18854,Settled Techies
5161,9496,Local Folks
5162,3683,Youngsters
5163,5958,Gamer Parents
5164,35255,Misers
5165,22856,Settled Techies
5166,20363,Petters
5167,23292,Fake Vegetarians
5168,24700,Petters
5169,21396,Settled Techies
5170,15738,Fake Vegetarians
5171,31076,Misers
5172,37244,Karens
5173,42422,Local Folks
5174,42506,Stingy Pescatarians
5175,25622,Settled Techies
5176,6652,Gamer Parents
5177,12869,Fake Vegetarians
5178,29195,Misers
5179,26301,Local Folks
5180,32828,Fake Vegetarians
5181,5591,Misers
5182,20055,Petters
5183,21322,Gamer Parents
5184,14353,Gamer Parents
5185,35052,Gamer Parents
5186,31176,Youngsters
5187,44827,Youngsters
5188,38837,Fake Vegetarians
5189,44640,Balanced Parents
5190,47185,Misers
5191,41126,Misers
5192,48981,Millenials
5193,6746,Settled Techies
5194,22241,Karens
5195,3966,Millenials
5196,3235,Millenials
5197,44159,Fake Vegetarians
5198,13398,Misers
5199,25008,Fake Vegetarians
5200,42415,Misers
5201,8919,Misers
5202,37231,Local Folks
5203,8646,Gamer Parents
5204,46572,Settled Techies
5205,28311,Settled Techies
5206,44148,Misers
5207,3242,Petters
5208,46507,Misers
5209,32664,Settled Techies
5210,32194,Misers
5211,40295,Misers
5212,31323,Karens
5213,30513,Gamer Parents
5214,17560,Gamer Parents
5215,45045,Fake Vegetarians
5216,1614,Settled Techies
5217,26087,Gamer Parents
5218,20318,Gamer Parents
5219,41233,Gamer Parents
5220,15561,Karens
5221,24200,Gamer Parents
5222,38783,Youngsters
5223,3561,Petters
5224,10171,Petters
5225,23010,Fake Vegetarians
5226,260,Fake Vegetarians
5227,38409,Gamer Parents
5228,30246,Youngsters
5229,36331,Gamer Parents
5230,11675,Gamer Parents
5231,1122,Misers
5232,25720,Gamer Parents
5233,27965,Misers
5234,44373,Gamer Parents
5235,5081,Millenials
5236,8444,Fake Vegetarians
5237,21815,Settled Techies
5238,7309,Gamer Parents
5239,2881,Misers
5240,9822,Settled Techies
5241,32442,Karens
5242,20916,Misers
5243,48158,Karens
5244,45276,Fake Vegetarians
5245,47451,Fake Vegetarians
5246,44208,Fake Vegetarians
5247,11219,Balanced Parents
5248,11933,Gamer Parents
5249,6650,Misers
5250,2466,Settled Techies
5251,33706,Balanced Parents
5252,30767,Karens
5253,28775,Karens
5254,27746,Fake Vegetarians
5255,47673,Misers
5256,16821,Millenials
5257,32036,Local Folks
5258,35281,Fake Vegetarians
5259,21294,Petters
5260,23692,Fake Vegetarians
5261,11015,Misers
5262,40811,Millenials
5263,25566,Fake Vegetarians
5264,28953,Petters
5265,27490,Settled Techies
5266,49141,Settled Techies
5267,36757,Millenials
5268,14006,Fake Vegetarians
5269,49987,Petters
5270,30690,Gamer Parents
5271,459,Settled Techies
5272,45375,Local Folks
5273,7418,Millenials
5274,18692,Settled Techies
5275,39090,Millenials
5276,26150,Local Folks
5277,43837,Karens
5278,12956,Misers
5279,47464,Karens
5280,14012,Fake Vegetarians
5281,9768,Fake Vegetarians
5282,42473,Petters
5283,6932,Millenials
5284,28970,Fake Vegetarians
5285,1822,Misers
5286,40792,Fake Vegetarians
5287,42289,Misers
5288,39816,Fake Vegetarians
5289,33634,Fake Vegetarians
5290,44695,Karens
5291,15701,Gamer Parents
5292,47422,Local Folks
5293,34137,Misers
5294,35840,Local Folks
5295,47736,Fake Vegetarians
5296,49147,Misers
5297,22582,Local Folks
5298,8213,Misers
5299,4704,Fake Vegetarians
5300,40456,Fake Vegetarians
5301,2283,Petters
5302,28486,Gamer Parents
5303,2120,Gamer Parents
5304,22532,Fake Vegetarians
5305,44419,Local Folks
5306,7931,Settled Techies
5307,17251,Misers
5308,40671,Karens
5309,38754,Petters
5310,35314,Fake Vegetarians
5311,12612,Misers
5312,49338,Millenials
5313,31203,Millenials
5314,3459,Youngsters
5315,18185,Settled Techies
5316,36482,Settled Techies
5317,14049,Settled Techies
5318,28894,Karens
5319,11781,Settled Techies
5320,33988,Fake Vegetarians
5321,38281,Karens
5322,40332,Balanced Parents
5323,5331,Misers
5324,49652,Petters
5325,8982,Fake Vegetarians
5326,41241,Misers
5327,4240,Local Folks
5328,30981,Petters
5329,32031,Settled Techies
5330,29838,Fake Vegetarians
5331,29772,Settled Techies
5332,7038,Gamer Parents
5333,28766,Settled Techies
5334,1204,Misers
5335,5815,Petters
5336,35618,Gamer Parents
5337,37792,Settled Techies
5338,17993,Local Folks
5339,42637,Fake Vegetarians
5340,20361,Fake Vegetarians
5341,5482,Local Folks
5342,22208,Karens
5343,34348,Settled Techies
5344,14471,Settled Techies
5345,46543,Balanced Parents
5346,22141,Karens
5347,36204,Local Folks
5348,44897,Gamer Parents
5349,44852,Local Folks
5350,29643,Balanced Parents
5351,19503,Misers
5352,31797,Fake Vegetarians
5353,3916,Karens
5354,7807,Fake Vegetarians
5355,37158,Gamer Parents
5356,23611,Settled Techies
5357,30458,Local Folks
5358,5665,Gamer Parents
5359,21535,Settled Techies
5360,14696,Settled Techies
5361,17280,Karens
5362,21851,Local Folks
5363,19041,Misers
5364,37011,Karens
5365,7152,Fake Vegetarians
5366,512,Millenials
5367,20723,Misers
5368,18028,Gamer Parents
5369,2394,Millenials
5370,20870,Local Folks
5371,46968,Karens
5372,12060,Local Folks
5373,32138,Karens
5374,26143,Misers
5375,43285,Gamer Parents
5376,22306,Fake Vegetarians
5377,19428,Fake Vegetarians
5378,6451,Misers
5379,34315,Karens
5380,37416,Fake Vegetarians
5381,48822,Millenials
5382,45182,Balanced Parents
5383,1231,Settled Techies
5384,22239,Fake Vegetarians
5385,49425,Fake Vegetarians
5386,5222,Fake Vegetarians
5387,23276,Settled Techies
5388,2988,Settled Techies
5389,12891,Petters
5390,126,Fake Vegetarians
5391,20780,Balanced Parents
5392,32905,Misers
5393,43799,Petters
5394,28711,Gamer Parents
5395,31288,Karens
5396,38696,Karens
5397,32672,Karens
5398,10669,Misers
5399,37813,Misers
5400,49356,Fake Vegetarians
5401,33729,Fake Vegetarians
5402,10644,Settled Techies
5403,17137,Fake Vegetarians
5404,41420,Settled Techies
5405,39401,Misers
5406,11369,Local Folks
5407,29845,Fake Vegetarians
5408,47925,Balanced Parents
5409,3866,Karens
5410,5518,Gamer Parents
5411,47267,Settled Techies
5412,11589,Petters
5413,20460,Misers
5414,40458,Local Folks
5415,48554,Local Folks
5416,12919,Fake Vegetarians
5417,1612,Fake Vegetarians
5418,19120,Fake Vegetarians
5419,20638,Gamer Parents
5420,15276,Local Folks
5421,48685,Fake Vegetarians
5422,38551,Misers
5423,12697,Karens
5424,11897,Petters
5425,2635,Misers
5426,41033,Settled Techies
5427,8705,Petters
5428,37031,Fake Vegetarians
5429,4656,Misers
5430,38412,Gamer Parents
5431,15514,Karens
5432,24443,Millenials
5433,41920,Local Folks
5434,34652,Karens
5435,26597,Settled Techies
5436,2044,Fake Vegetarians
5437,8615,Petters
5438,11210,Petters
5439,34255,Misers
5440,28582,Karens
5441,3070,Gamer Parents
5442,15934,Gamer Parents
5443,7819,Karens
5444,2273,Settled Techies
5445,9438,Petters
5446,17782,Fake Vegetarians
5447,44818,Millenials
5448,5899,Fake Vegetarians
5449,29110,Youngsters
5450,9147,Settled Techies
5451,1526,Fake Vegetarians
5452,29135,Stingy Pescatarians
5453,16101,Fake Vegetarians
5454,33237,Fake Vegetarians
5455,19220,Fake Vegetarians
5456,20686,Misers
5457,10011,Fake Vegetarians
5458,19557,Gamer Parents
5459,18727,Local Folks
5460,37003,Gamer Parents
5461,42902,Petters
5462,43913,Gamer Parents
5463,3960,Petters
5464,14693,Gamer Parents
5465,33787,Gamer Parents
5466,22930,Fake Vegetarians
5467,23537,Misers
5468,25832,Balanced Parents
5469,42016,Settled Techies
5470,20869,Settled Techies
5471,13603,Petters
5472,13308,Petters
5473,1323,Fake Vegetarians
5474,2866,Karens
5475,36987,Misers
5476,35348,Misers
5477,25352,Settled Techies
5478,45555,Karens
5479,23471,Karens
5480,39144,Fake Vegetarians
5481,15508,Balanced Parents
5482,993,Local Folks
5483,45715,Gamer Parents
5484,46560,Balanced Parents
5485,24394,Misers
5486,20733,Settled Techies
5487,36546,Misers
5488,18548,Karens
5489,8629,Settled Techies
5490,27832,Settled Techies
5491,18526,Misers
5492,40130,Youngsters
5493,21471,Settled Techies
5494,31135,Misers
5495,2896,Settled Techies
5496,1832,Karens
5497,32674,Stingy Pescatarians
5498,24129,Balanced Parents
5499,25723,Karens
5500,13809,Balanced Parents
5501,40440,Fake Vegetarians
5502,43071,Settled Techies
5503,30860,Settled Techies
5504,44602,Settled Techies
5505,31292,Fake Vegetarians
5506,535,Gamer Parents
5507,42809,Local Folks
5508,1077,Misers
5509,27889,Fake Vegetarians
5510,37678,Millenials
5511,10134,Fake Vegetarians
5512,26260,Misers
5513,22874,Misers
5514,16195,Local Folks
5515,42471,Gamer Parents
5516,17438,Fake Vegetarians
5517,25683,Petters
5518,3170,Gamer Parents
5519,46958,Settled Techies
5520,44658,Gamer Parents
5521,6822,Petters
5522,19137,Fake Vegetarians
5523,25707,Fake Vegetarians
5524,45763,Gamer Parents
5525,21989,Misers
5526,14330,Settled Techies
5527,12716,Karens
5528,42108,Fake Vegetarians
5529,36108,Misers
5530,10828,Petters
5531,14370,Petters
5532,14994,Settled Techies
5533,27072,Local Folks
5534,8445,Misers
5535,156,Misers
5536,44241,Local Folks
5537,23021,Gamer Parents
5538,25806,Petters
5539,18279,Fake Vegetarians
5540,11615,Fake Vegetarians
5541,22079,Karens
5542,30572,Petters
5543,19743,Millenials
5544,7702,Balanced Parents
5545,15267,Karens
5546,18282,Fake Vegetarians
5547,1390,Gamer Parents
5548,8038,Gamer Parents
5549,27751,Local Folks
5550,7978,Fake Vegetarians
5551,24166,Gamer Parents
5552,36598,Settled Techies
5553,3402,Fake Vegetarians
5554,49590,Petters
5555,23183,Fake Vegetarians
5556,38641,Karens
5557,16307,Local Folks
5558,44316,Fake Vegetarians
5559,23934,Youngsters
5560,44692,Petters
5561,47597,Fake Vegetarians
5562,43840,Gamer Parents
5563,5160,Misers
5564,15337,Misers
5565,32122,Millenials
5566,44872,Local Folks
5567,42395,Gamer Parents
5568,33873,Gamer Parents
5569,29415,Petters
5570,12444,Millenials
5571,1676,Local Folks
5572,20601,Settled Techies
5573,5373,Misers
5574,35880,Millenials
5575,6481,Local Folks
5576,14855,Gamer Parents
5577,22722,Fake Vegetarians
